system,composition,steps,job,atoms,enthalpy,enthalpy/atoms
Zr-Al,Al0.10,667,job8,19652,-117968.31,-6.00286535721555
Zr-Al,Al0.10,667,job10,19652,-117857.58,-5.997230816201913
Zr-Al,Al0.10,667,job2,19652,-117974.66,-6.003188479544067
Zr-Al,Al0.10,667,job9,19652,-117970.12,-6.002957459800529
Zr-Al,Al0.10,667,job1,19652,-117875.0,-5.998117239975575
Zr-Al,Al0.10,667,job4,19652,-117855.91,-5.997145837573784
Zr-Al,Al0.10,667,job6,19652,-117974.58,-6.003184408711582
Zr-Al,Al0.04,667,job5,19652,-120137.52,-6.113246488906982
Zr-Al,Al0.04,667,job3,19652,-120128.0,-6.112762059841238
Zr-Al,Al0.04,667,job7,19652,-120122.63,-6.112488805210666
Zr-Al,Al0.04,667,job8,19652,-120113.25,-6.1120115001017705
Zr-Al,Al0.04,667,job10,19652,-120120.04,-6.112357012008956
Zr-Al,Al0.04,667,job2,19652,-120133.72,-6.113053124363932
Zr-Al,Al0.04,667,job9,19652,-120130.76,-6.112902503561978
Zr-Al,Al0.04,667,job1,19652,-120113.32,-6.112015062080196
Zr-Al,Al0.04,667,job4,19652,-120114.68,-6.112084266232444
Zr-Al,Al0.04,667,job6,19652,-120112.62,-6.111979442295949
Zr-Al,Al0.92,667,job5,19652,-71229.07,-3.6245201506208025
Zr-Al,Al0.92,667,job3,19652,-71212.733,-3.623688835741909
Zr-Al,Al0.92,667,job7,19652,-71190.82,-3.6225737838387952
Zr-Al,Al0.92,667,job8,19652,-71199.51,-3.6230159780175044
Zr-Al,Al0.92,667,job10,19652,-71218.192,-3.6239666191736206
Zr-Al,Al0.92,667,job2,19652,-71216.363,-3.623873549765927
Zr-Al,Al0.92,667,job9,19652,-71209.551,-3.623526918379809
Zr-Al,Al0.92,667,job1,19652,-71195.192,-3.6227962548341135
Zr-Al,Al0.92,667,job4,19652,-71234.897,-3.6248166598819456
Zr-Al,Al0.92,667,job6,19652,-71198.992,-3.6229896193771625
Zr-Al,Al0.90,667,job5,19652,-72739.365,-3.7013721249745575
Zr-Al,Al0.90,667,job3,19652,-72740.292,-3.70141929574598
Zr-Al,Al0.90,667,job7,19652,-72757.37,-3.702288316710767
Zr-Al,Al0.90,667,job8,19652,-72740.287,-3.7014190413189496
Zr-Al,Al0.90,667,job10,19652,-72742.033,-3.70150788723794
Zr-Al,Al0.90,667,job2,19652,-72726.677,-3.7007264909423974
Zr-Al,Al0.90,667,job9,19652,-72736.504,-3.7012265418278036
Zr-Al,Al0.90,667,job1,19652,-72748.955,-3.701860116018726
Zr-Al,Al0.90,667,job4,19652,-72741.429,-3.701477152452677
Zr-Al,Al0.90,667,job6,19652,-72748.781,-3.7018512619580703
Al-Ag,Ag0.10,667,job5,19652,-63862.639,-3.249676317932017
Al-Ag,Ag0.10,667,job3,19652,-63819.386,-3.247475371463464
Al-Ag,Ag0.10,667,job7,19652,-63874.047,-3.2502568186444125
Al-Ag,Ag0.10,667,job8,19652,-63873.415,-3.2502246590677792
Al-Ag,Ag0.10,667,job10,19652,-63869.744,-3.250037858742113
Al-Ag,Ag0.10,667,job2,19652,-63885.132,-3.250820883370649
Al-Ag,Ag0.10,667,job9,19652,-63852.668,-3.2491689395481376
Al-Ag,Ag0.10,667,job1,19652,-63864.448,-3.2497683696315893
Al-Ag,Ag0.10,667,job4,19652,-63884.677,-3.2507977305108895
Al-Ag,Ag0.10,667,job6,19652,-63805.83,-3.24678556889884
Al-Ag,Ag0.94,667,job5,19652,-55621.84,-2.8303399145125177
Al-Ag,Ag0.94,667,job3,19652,-55624.786,-2.830489822918787
Al-Ag,Ag0.94,667,job7,19652,-55627.93,-2.830649806635457
Al-Ag,Ag0.94,667,job8,19652,-55637.068,-2.8311147974760837
Al-Ag,Ag0.94,667,job10,19652,-55610.719,-2.829774017911663
Al-Ag,Ag0.94,667,job2,19652,-55638.822,-2.831204050478323
Al-Ag,Ag0.94,667,job9,19652,-55630.162,-2.830763382861795
Al-Ag,Ag0.94,667,job1,19652,-55599.067,-2.8291811011601875
Al-Ag,Ag0.94,667,job4,19652,-55628.813,-2.830694738449013
Al-Ag,Ag0.94,667,job6,19652,-55628.878,-2.830698046000407
Al-Ag,Ag0.04,667,job5,19652,-64209.548,-3.2673289232648077
Al-Ag,Ag0.04,667,job3,19652,-64247.683,-3.269269438225117
Al-Ag,Ag0.04,667,job7,19652,-64238.268,-3.26879035212701
Al-Ag,Ag0.04,667,job8,19652,-64233.686,-3.2685571951964176
Al-Ag,Ag0.04,667,job10,19652,-64230.569,-3.2683985853857114
Al-Ag,Ag0.04,667,job2,19652,-64272.69,-3.2705419295745983
Al-Ag,Ag0.04,667,job9,19652,-64276.412,-3.2707313250559737
Al-Ag,Ag0.04,667,job1,19652,-64255.172,-3.269650519031142
Al-Ag,Ag0.04,667,job4,19652,-64252.544,-3.269516792184002
Al-Ag,Ag0.04,667,job6,19652,-64194.814,-3.266579177691838
Al-Ag,Ag0.92,667,job5,19652,-55963.647,-2.847732902503562
Al-Ag,Ag0.92,667,job3,19652,-55953.483,-2.8472157032363117
Al-Ag,Ag0.92,667,job7,19652,-55968.104,-2.847959698758396
Al-Ag,Ag0.92,667,job8,19652,-55956.118,-2.8473497862812946
Al-Ag,Ag0.92,667,job10,19652,-56056.896,-2.8524779157337674
Al-Ag,Ag0.92,667,job2,19652,-55929.338,-2.8459870751068594
Al-Ag,Ag0.92,667,job9,19652,-55954.26,-2.847255241196825
Al-Ag,Ag0.92,667,job1,19652,-55937.886,-2.8464220435579075
Al-Ag,Ag0.92,667,job4,19652,-56008.619,-2.8500213209851415
Al-Ag,Ag0.92,667,job6,19652,-56065.465,-2.852913952778343
Al-Ag,Ag0.08,667,job5,19652,-64001.259,-3.256730052920822
Al-Ag,Ag0.08,667,job3,19652,-64006.965,-3.257020405047832
Al-Ag,Ag0.08,667,job7,19652,-63978.169,-3.255555108894769
Al-Ag,Ag0.08,667,job8,19652,-64027.103,-3.2580451353551805
Al-Ag,Ag0.08,667,job10,19652,-63999.218,-3.2566261958070424
Al-Ag,Ag0.08,667,job2,19652,-63993.632,-3.2563419499287605
Al-Ag,Ag0.08,667,job9,19652,-64007.849,-3.257065387746794
Al-Ag,Ag0.08,667,job1,19652,-63983.16,-3.2558090779564424
Al-Ag,Ag0.08,667,job4,19652,-64009.497,-3.2571492468959904
Al-Ag,Ag0.08,667,job6,19652,-63915.358,-3.2523589456543864
Al-Ag,Ag0.96,667,job5,19652,-55269.265,-2.81239899246896
Al-Ag,Ag0.96,667,job3,19652,-55272.197,-2.812548188479544
Al-Ag,Ag0.96,667,job7,19652,-55279.711,-2.812930541420721
Al-Ag,Ag0.96,667,job8,19652,-55278.034,-2.8128452065947487
Al-Ag,Ag0.96,667,job10,19652,-55257.834,-2.811817321392225
Al-Ag,Ag0.96,667,job2,19652,-55320.532,-2.8150077345817217
Al-Ag,Ag0.96,667,job9,19652,-55270.744,-2.812474251984531
Al-Ag,Ag0.96,667,job1,19652,-55277.805,-2.8128335538367595
Al-Ag,Ag0.96,667,job4,19652,-55253.437,-2.8115935782617543
Al-Ag,Ag0.96,667,job6,19652,-55267.737,-2.812321239568492
Al-Ag,Ag0.90,667,job5,19652,-56276.473,-2.8636511805414204
Al-Ag,Ag0.90,667,job3,19652,-56345.984,-2.8671882760024423
Al-Ag,Ag0.90,667,job7,19652,-56260.799,-2.8628536026867493
Al-Ag,Ag0.90,667,job8,19652,-56247.332,-2.862168328923265
Al-Ag,Ag0.90,667,job10,19652,-56276.718,-2.863663647465907
Al-Ag,Ag0.90,667,job2,19652,-56249.353,-2.8622711683289235
Al-Ag,Ag0.90,667,job9,19652,-56300.974,-2.8648979238754326
Al-Ag,Ag0.90,667,job1,19652,-56265.529,-2.8630942906574397
Al-Ag,Ag0.90,667,job4,19652,-56384.793,-2.86916308772644
Al-Ag,Ag0.90,667,job6,19652,-56272.451,-2.863446519438225
Al-Ag,Ag0.06,667,job5,19652,-64093.425,-3.261419957256259
Al-Ag,Ag0.06,667,job3,19652,-64155.505,-3.2645789232648075
Al-Ag,Ag0.06,667,job7,19652,-64074.145,-3.2604388866273153
Al-Ag,Ag0.06,667,job8,19652,-64135.565,-3.263564268267861
Al-Ag,Ag0.06,667,job10,19652,-64148.627,-3.264228933441889
Al-Ag,Ag0.06,667,job2,19652,-64156.035,-3.2646058925300228
Al-Ag,Ag0.06,667,job9,19652,-64158.852,-3.264749236718909
Al-Ag,Ag0.06,667,job1,19652,-64144.269,-3.264007174842255
Al-Ag,Ag0.06,667,job4,19652,-64166.991,-3.2651633930388764
Al-Ag,Ag0.06,667,job6,19652,-64065.13,-3.2599801546916343
